subject,slot,num_sections,total_enrolled
생명과학,a,1,28
세계사,a,1,25
인공지능 수학,a,1,15
인문학과 윤리,a,1,17
일본어,a,1,26
물리학,b,1,12
미술 창작,b,1,24
법과 사회,b,1,27
세계사,b,1,7
세계시민과 지리,b,1,20
인문학과 윤리,b,1,22
물리학,c,1,4
법과 사회,c,1,24
일본어,c,1,15
주제 탐구 독서,c,1,25
지구과학,c,1,17
화학,c,1,26
미술 창작,d,1,17
생명과학,d,1,15
세계 문화와 영어,d,1,25
세계시민과 지리,d,1,7
일본어,d,1,26
주제 탐구 독서,d,1,22
