subject,slot,num_sections,total_enrolled
세계 문화와 영어,a,1,16
세계시민과 지리,a,1,10
인공지능 수학,a,1,15
일본어,a,1,28
주제 탐구 독서,a,1,28
화학,a,1,16
미술 창작,b,1,18
법과 사회,b,1,24
생명과학,b,1,25
세계 문화와 영어,b,1,9
주제 탐구 독서,b,1,19
지구과학,b,1,18
미술 창작,c,1,24
법과 사회,c,1,28
세계사,c,1,14
세계시민과 지리,c,1,17
인문학과 윤리,c,1,19
화학,c,1,11
물리학,d,1,16
생명과학,d,1,19
세계사,d,1,18
인문학과 윤리,d,1,20
일본어,d,2,40
