student_id,name,subject,slot,section_label,status
10213,10213,사회와 문화,b,사회와 문화_b_1,assigned
10213,10213,인간과 심리,c,인간과 심리_c_1,assigned
10213,10213,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10213,10213,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10214,10214,사회와 문화,d,사회와 문화_d_1,assigned
10214,10214,인간과 심리,a,인간과 심리_a_1,assigned
10214,10214,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10214,10214,문학과 영상,b,문학과 영상_b_1,assigned
10215,10215,사회와 문화,b,사회와 문화_b_1,assigned
10215,10215,인간과 심리,d,인간과 심리_d_1,assigned
10215,10215,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10215,10215,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10216,10216,인간과 심리,c,인간과 심리_c_1,assigned
10216,10216,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10216,10216,문학과 영상,b,문학과 영상_b_1,assigned
10216,10216,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10217,10217,정보,a,정보_a_1,assigned
10217,10217,미디어 영어,b,미디어 영어_b_1,assigned
10217,10217,기하,d,기하_d_1,assigned
10217,10217,역학과 에너지,c,역학과 에너지_c_1,assigned
10218,10218,사회와 문화,b,사회와 문화_b_1,assigned
10218,10218,인간과 심리,c,인간과 심리_c_1,assigned
10218,10218,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10218,10218,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10219,10219,인간과 심리,d,인간과 심리_d_1,assigned
10219,10219,정보,c,정보_c_1,assigned
10219,10219,미디어 영어,a,미디어 영어_a_1,assigned
10219,10219,지구시스템과학,b,지구시스템과학_b_1,assigned
10220,10220,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10220,10220,물질과 에너지,b,물질과 에너지_b_1,assigned
10220,10220,기하,d,기하_d_1,assigned
10220,10220,역학과 에너지,c,역학과 에너지_c_1,assigned
10221,10221,사회와 문화,c,사회와 문화_c_1,assigned
10221,10221,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10221,10221,미디어 영어,b,미디어 영어_b_1,assigned
10221,10221,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10222,10222,사회와 문화,b,사회와 문화_b_1,assigned
10222,10222,인간과 심리,d,인간과 심리_d_1,assigned
10222,10222,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10222,10222,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10223,10223,사회와 문화,c,사회와 문화_c_1,assigned
10223,10223,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10223,10223,문학과 영상,b,문학과 영상_b_1,assigned
10223,10223,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10301,10301,사회와 문화,b,사회와 문화_b_1,assigned
10301,10301,문학과 영상,d,문학과 영상_d_1,assigned
10301,10301,정보,c,정보_c_1,assigned
10301,10301,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10302,10302,사회와 문화,b,사회와 문화_b_1,assigned
10302,10302,정보,c,정보_c_1,assigned
10302,10302,미디어 영어,a,미디어 영어_a_1,assigned
10302,10302,기하,d,기하_d_1,assigned
10303,10303,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10303,10303,정보,a,정보_a_1,assigned
10303,10303,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10303,10303,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10304,10304,사회와 문화,d,사회와 문화_d_1,assigned
10304,10304,인간과 심리,c,인간과 심리_c_1,assigned
10304,10304,문학과 영상,b,문학과 영상_b_1,assigned
10304,10304,미디어 영어,a,미디어 영어_a_1,assigned
10305,10305,인간과 심리,c,인간과 심리_c_1,assigned
10305,10305,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10305,10305,문학과 영상,b,문학과 영상_b_1,assigned
10305,10305,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10306,10306,인간과 심리,c,인간과 심리_c_1,assigned
10306,10306,미디어 영어,a,미디어 영어_a_1,assigned
10306,10306,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10306,10306,지구시스템과학,b,지구시스템과학_b_1,assigned
10307,10307,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10307,10307,정보,c,정보_c_1,assigned
10307,10307,미디어 영어,a,미디어 영어_a_1,assigned
10307,10307,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10308,10308,사회와 문화,c,사회와 문화_c_1,assigned
10308,10308,인간과 심리,a,인간과 심리_a_1,assigned
10308,10308,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10308,10308,미디어 영어,b,미디어 영어_b_1,assigned
10309,10309,사회와 문화,c,사회와 문화_c_1,assigned
10309,10309,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10309,10309,문학과 영상,b,문학과 영상_b_1,assigned
10309,10309,미디어 영어,a,미디어 영어_a_1,assigned
10310,10310,사회와 문화,c,사회와 문화_c_1,assigned
10310,10310,인간과 심리,a,인간과 심리_a_1,assigned
10310,10310,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10310,10310,미디어 영어,b,미디어 영어_b_1,assigned
10311,10311,사회와 문화,b,사회와 문화_b_1,assigned
10311,10311,문학과 영상,d,문학과 영상_d_1,assigned
10311,10311,정보,c,정보_c_1,assigned
10311,10311,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10312,10312,문학과 영상,b,문학과 영상_b_1,assigned
10312,10312,정보,a,정보_a_1,assigned
10312,10312,기하,d,기하_d_1,assigned
10312,10312,역학과 에너지,c,역학과 에너지_c_1,assigned
10313,10313,인간과 심리,c,인간과 심리_c_1,assigned
10313,10313,문학과 영상,d,문학과 영상_d_1,assigned
10313,10313,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10313,10313,지구시스템과학,b,지구시스템과학_b_1,assigned
10314,10314,사회와 문화,d,사회와 문화_d_1,assigned
10314,10314,문학과 영상,b,문학과 영상_b_1,assigned
10314,10314,정보,c,정보_c_1,assigned
10314,10314,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10315,10315,인간과 심리,c,인간과 심리_c_1,assigned
10315,10315,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10315,10315,미디어 영어,b,미디어 영어_b_1,assigned
10315,10315,기하,d,기하_d_1,assigned
10316,10316,사회와 문화,b,사회와 문화_b_1,assigned
10316,10316,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10316,10316,정보,c,정보_c_1,assigned
10316,10316,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10317,10317,정보,a,정보_a_1,assigned
10317,10317,물질과 에너지,b,물질과 에너지_b_1,assigned
10317,10317,기하,d,기하_d_1,assigned
10317,10317,역학과 에너지,c,역학과 에너지_c_1,assigned
10318,10318,사회와 문화,d,사회와 문화_d_1,assigned
10318,10318,문학과 영상,b,문학과 영상_b_1,assigned
10318,10318,정보,c,정보_c_1,assigned
10318,10318,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10319,10319,인간과 심리,c,인간과 심리_c_1,assigned
10319,10319,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10319,10319,물질과 에너지,b,물질과 에너지_b_1,assigned
10319,10319,기하,d,기하_d_1,assigned
10320,10320,사회와 문화,b,사회와 문화_b_1,assigned
10320,10320,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10320,10320,정보,a,정보_a_1,assigned
10320,10320,기하,d,기하_d_1,assigned
10321,10321,사회와 문화,d,사회와 문화_d_1,assigned
10321,10321,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10321,10321,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10321,10321,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10322,10322,정보,a,정보_a_1,assigned
10322,10322,물질과 에너지,c,물질과 에너지_c_1,assigned
10322,10322,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10322,10322,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10323,10323,사회와 문화,d,사회와 문화_d_1,assigned
10323,10323,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10323,10323,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10323,10323,물질과 에너지,b,물질과 에너지_b_1,assigned
10324,10324,인간과 심리,d,인간과 심리_d_1,assigned
10324,10324,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10324,10324,문학과 영상,b,문학과 영상_b_1,assigned
10324,10324,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10401,10401,사회와 문화,c,사회와 문화_c_1,assigned
10401,10401,문학과 영상,d,문학과 영상_d_1,assigned
10401,10401,정보,a,정보_a_1,assigned
10401,10401,미디어 영어,b,미디어 영어_b_1,assigned
10402,10402,사회와 문화,d,사회와 문화_d_1,assigned
10402,10402,정보,c,정보_c_1,assigned
10402,10402,미디어 영어,a,미디어 영어_a_1,assigned
10402,10402,지구시스템과학,b,지구시스템과학_b_1,assigned
10403,10403,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10403,10403,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10403,10403,미디어 영어,b,미디어 영어_b_1,assigned
10403,10403,물질과 에너지,c,물질과 에너지_c_1,assigned
10404,10404,사회와 문화,c,사회와 문화_c_1,assigned
10404,10404,인간과 심리,a,인간과 심리_a_1,assigned
10404,10404,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10404,10404,문학과 영상,b,문학과 영상_b_1,assigned
10406,10406,사회와 문화,b,사회와 문화_b_1,assigned
10406,10406,인간과 심리,a,인간과 심리_a_1,assigned
10406,10406,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10406,10406,문학과 영상,d,문학과 영상_d_1,assigned
10407,10407,사회와 문화,c,사회와 문화_c_1,assigned
10407,10407,미디어 영어,b,미디어 영어_b_1,assigned
10407,10407,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10407,10407,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10408,10408,사회와 문화,c,사회와 문화_c_1,assigned
10408,10408,인간과 심리,a,인간과 심리_a_1,assigned
10408,10408,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10408,10408,미디어 영어,b,미디어 영어_b_1,assigned
10409,10409,인간과 심리,c,인간과 심리_c_1,assigned
10409,10409,문학과 영상,d,문학과 영상_d_1,assigned
10409,10409,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10409,10409,지구시스템과학,b,지구시스템과학_b_1,assigned
10410,10410,인간과 심리,d,인간과 심리_d_1,assigned
10410,10410,정보,c,정보_c_1,assigned
10410,10410,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10410,10410,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10411,10411,사회와 문화,c,사회와 문화_c_1,assigned
10411,10411,인간과 심리,a,인간과 심리_a_1,assigned
10411,10411,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10411,10411,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10412,10412,사회와 문화,c,사회와 문화_c_1,assigned
10412,10412,인간과 심리,d,인간과 심리_d_1,assigned
10412,10412,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10412,10412,물질과 에너지,b,물질과 에너지_b_1,assigned
10413,10413,사회와 문화,b,사회와 문화_b_1,assigned
10413,10413,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10413,10413,정보,c,정보_c_1,assigned
10413,10413,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10414,10414,사회와 문화,b,사회와 문화_b_1,assigned
10414,10414,인간과 심리,d,인간과 심리_d_1,assigned
10414,10414,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10414,10414,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10415,10415,사회와 문화,c,사회와 문화_c_1,assigned
10415,10415,인간과 심리,a,인간과 심리_a_1,assigned
10415,10415,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10415,10415,미디어 영어,b,미디어 영어_b_1,assigned
10417,10417,사회와 문화,d,사회와 문화_d_1,assigned
10417,10417,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10417,10417,문학과 영상,b,문학과 영상_b_1,assigned
10417,10417,정보,a,정보_a_1,assigned
10418,10418,인간과 심리,d,인간과 심리_d_1,assigned
10418,10418,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10418,10418,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10418,10418,물질과 에너지,b,물질과 에너지_b_1,assigned
10419,10419,문학과 영상,d,문학과 영상_d_1,assigned
10419,10419,정보,c,정보_c_1,assigned
10419,10419,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10419,10419,미디어 영어,b,미디어 영어_b_1,assigned
10420,10420,사회와 문화,b,사회와 문화_b_1,assigned
10420,10420,정보,c,정보_c_1,assigned
10420,10420,미디어 영어,a,미디어 영어_a_1,assigned
10420,10420,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10421,10421,사회와 문화,d,사회와 문화_d_1,assigned
10421,10421,인간과 심리,a,인간과 심리_a_1,assigned
10421,10421,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10421,10421,문학과 영상,b,문학과 영상_b_1,assigned
10422,10422,사회와 문화,c,사회와 문화_c_1,assigned
10422,10422,인간과 심리,a,인간과 심리_a_1,assigned
10422,10422,문학과 영상,b,문학과 영상_b_1,assigned
