subject,slot,num_sections,total_enrolled
기하,a,1,28
물리학,a,1,28
세계시민과 지리,a,1,27
역사로 탐구하는 현대 세계,a,2,45
융합과학 탐구,a,1,25
정치,a,1,27
현대사회와 윤리,a,2,55
화학,a,1,28
기하,b,1,28
물리학,b,1,28
세계시민과 지리,b,1,26
역사로 탐구하는 현대 세계,b,1,27
융합과학 탐구,b,1,27
정치,b,2,54
현대사회와 윤리,b,2,45
화학,b,1,28
기하,c,1,22
물리학,c,1,27
세계시민과 지리,c,2,47
역사로 탐구하는 현대 세계,c,1,21
융합과학 탐구,c,1,17
정치,c,1,28
현대사회와 윤리,c,2,54
화학,c,2,47
