subject,slot,num_sections,total_enrolled
기하,a,2,52
물리학,a,1,26
세계시민과 지리,a,1,26
역사로 탐구하는 현대 세계,a,2,52
융합과학 탐구,a,1,25
정치,a,1,31
현대사회와 윤리,a,1,26
화학,a,1,25
물리학,b,1,29
세계시민과 지리,b,2,52
융합과학 탐구,b,1,26
현대사회와 윤리,b,4,104
화학,b,2,52
기하,c,1,26
물리학,c,1,28
세계시민과 지리,c,1,22
역사로 탐구하는 현대 세계,c,2,41
융합과학 탐구,c,1,18
정치,c,3,78
현대사회와 윤리,c,1,24
화학,c,1,26
