subject,slot,num_sections,total_enrolled
미술 창작,a,1,23
법과 사회,a,1,26
세계시민과 지리,a,1,16
인문학과 윤리,a,1,25
일본어,a,1,14
화학,a,1,9
물리학,b,1,8
세계 문화와 영어,b,1,25
세계시민과 지리,b,1,11
일본어,b,1,28
주제 탐구 독서,b,1,23
화학,b,1,18
미술 창작,c,1,19
법과 사회,c,1,26
생명과학,c,1,18
세계사,c,1,11
인공지능 수학,c,1,15
주제 탐구 독서,c,1,24
물리학,d,1,8
생명과학,d,1,26
세계사,d,1,21
인문학과 윤리,d,1,14
일본어,d,1,26
지구과학,d,1,18
