subject,slot,num_sections,total_enrolled
미술 창작,a,1,10
생명과학,a,1,17
세계 문화와 영어,a,1,21
인공지능 수학,a,1,15
일본어,a,1,18
주제 탐구 독서,a,1,23
물리학,b,1,13
미술 창작,b,1,14
법과 사회,b,1,28
생명과학,b,1,22
지구과학,b,1,14
한문,b,1,9
미술 창작,c,1,13
세계사,c,1,26
인문학과 윤리,c,1,15
주제 탐구 독서,c,1,16
중국어,c,1,11
화학,c,1,24
법과 사회,d,1,18
세계 문화와 영어,d,1,8
세계시민과 지리,d,1,22
인문학과 윤리,d,1,18
일본어,d,1,28
주제 탐구 독서,d,1,12
