subject,slot,num_sections,total_enrolled
물리학,a,1,13
법과 사회,a,1,14
세계 문화와 영어,a,1,27
일본어,a,1,26
지구과학,a,1,14
생명과학,b,1,30
세계사,b,1,17
인공지능 수학,b,1,15
인문학과 윤리,b,1,13
일본어,b,1,24
미술 창작,c,1,30
법과 사회,c,1,12
세계사,c,1,15
인문학과 윤리,c,1,20
주제 탐구 독서,c,1,26
법과 사회,d,1,22
세계시민과 지리,d,1,21
주제 탐구 독서,d,1,25
한문,d,1,9
화학,d,1,24
