subject,slot,num_sections,total_enrolled
법과 사회,a,1,28
세계 문화와 영어,a,1,17
일본어,a,1,22
지구과학,a,1,18
화학,a,1,26
미술 창작,b,1,20
법과 사회,b,1,22
세계시민과 지리,b,1,26
인공지능 수학,b,1,15
인문학과 윤리,b,1,11
일본어,b,1,17
물리학,c,1,16
생명과학,c,1,19
인문학과 윤리,c,1,27
일본어,c,1,28
주제 탐구 독서,c,1,18
미술 창작,d,1,22
생명과학,d,1,25
세계 문화와 영어,d,1,8
세계사,d,1,28
주제 탐구 독서,d,1,28
