subject,slot,num_sections,total_enrolled
물리학,a,1,15
생명과학,a,1,23
세계사,a,1,28
인문학과 윤리,a,1,21
일본어,a,1,26
미술 창작,b,1,28
법과 사회,b,1,28
인공지능 수학,b,1,14
인문학과 윤리,b,1,18
일본어,b,1,19
미술 창작,c,1,14
세계시민과 지리,c,1,25
일본어,c,1,23
주제 탐구 독서,c,1,22
화학,c,1,25
법과 사회,d,1,24
생명과학,d,1,21
세계 문화와 영어,d,1,24
주제 탐구 독서,d,1,25
지구과학,d,1,14
