subject,slot,num_sections,total_enrolled
생명과학,a,1,15
세계 문화와 영어,a,1,28
인문학과 윤리,a,1,12
일본어,a,1,24
주제 탐구 독서,a,1,13
지구과학,a,1,14
법과 사회,b,1,18
세계시민과 지리,b,1,13
일본어,b,1,28
주제 탐구 독서,b,1,14
한문,b,1,9
화학,b,1,25
물리학,c,1,15
미술 창작,c,1,16
법과 사회,c,1,28
세계사,c,1,19
세계시민과 지리,c,1,9
인문학과 윤리,c,1,21
미술 창작,d,1,19
생명과학,d,1,25
세계사,d,1,13
인공지능 수학,d,1,15
주제 탐구 독서,d,1,24
중국어,d,1,11
