subject,slot,num_sections,total_enrolled
물리학,a,1,18
일본어,a,1,24
현대사회와 윤리,a,1,10
사회와 문화,b,1,20
음악 연주와 창작,b,1,12
화학,b,1,25
미술 감상과 비평,c,1,19
프랑스어,c,1,11
현대사회와 윤리,c,1,22
생명과학,d,1,23
주제 탐구 독서,d,1,21
지구과학,d,1,10
