subject,slot,num_sections,total_enrolled
세계 문화와 영어,a,1,18
세계사,a,1,9
일본어,a,1,25
주제 탐구 독서,a,1,27
지구과학,a,1,5
화학,a,1,25
미술 창작,b,1,12
법과 사회,b,1,23
세계 문화와 영어,b,1,11
세계시민과 지리,b,1,22
인문학과 윤리,b,1,17
주제 탐구 독서,b,1,24
미술 창작,c,1,13
법과 사회,c,1,25
생명과학,c,1,12
인공지능 수학,c,1,15
일본어,c,1,28
중국어,c,1,11
지구과학,c,1,4
물리학,d,1,15
미술 창작,d,1,13
생명과학,d,1,28
세계사,d,1,23
인문학과 윤리,d,1,16
지구과학,d,1,5
한문,d,1,9
