subject,slot,num_sections,total_enrolled
미술 창작,a,1,18
일본어,a,1,23
주제 탐구 독서,a,1,16
지구과학,a,1,14
한문,a,1,9
화학,a,1,24
생명과학,b,1,23
세계사,b,1,14
세계시민과 지리,b,1,21
인공지능 수학,b,1,15
인문학과 윤리,b,1,14
주제 탐구 독서,b,1,18
미술 창작,c,1,18
법과 사회,c,1,26
세계 문화와 영어,c,1,16
세계사,c,1,16
인문학과 윤리,c,1,19
중국어,c,1,11
물리학,d,1,15
법과 사회,d,1,19
생명과학,d,1,17
세계 문화와 영어,d,1,13
일본어,d,1,27
주제 탐구 독서,d,1,15
