subject,slot,num_sections,total_enrolled
기하,a,1,25
물리학,a,1,24
세계시민과 지리,a,3,39
역사로 탐구하는 현대 세계,a,1,20
융합과학 탐구,a,1,5
정치,a,2,50
현대사회와 윤리,a,1,24
화학,a,1,25
기하,b,1,11
물리학,b,1,12
세계시민과 지리,b,1,21
역사로 탐구하는 현대 세계,b,1,4
융합과학 탐구,b,2,32
정치,b,2,40
현대사회와 윤리,b,1,25
화학,b,1,25
기하,c,1,21
물리학,c,1,22
세계시민과 지리,c,1,23
역사로 탐구하는 현대 세계,c,1,21
정치,c,1,19
현대사회와 윤리,c,2,50
화학,c,1,28
기하,d,1,21
물리학,d,1,25
세계시민과 지리,d,1,17
역사로 탐구하는 현대 세계,d,2,48
융합과학 탐구,d,2,32
현대사회와 윤리,d,3,55
화학,d,1,25
