subject,slot,num_sections,total_enrolled
미술 창작,a,1,24
법과 사회,a,1,25
세계 문화와 영어,a,1,13
인문학과 윤리,a,1,22
주제 탐구 독서,a,1,25
미술 창작,b,1,17
세계사,b,1,27
일본어,b,1,16
주제 탐구 독서,b,1,19
지구과학,b,1,6
화학,b,1,27
법과 사회,c,1,27
생명과학,c,1,16
인공지능 수학,c,1,15
인문학과 윤리,c,1,16
일본어,c,1,25
지구과학,c,1,12
물리학,d,1,16
생명과학,d,1,26
세계 문화와 영어,d,1,12
세계시민과 지리,d,1,26
일본어,d,1,27
