subject,slot,num_sections,total_enrolled
미술 창작,a,1,18
생명과학,a,1,16
세계 문화와 영어,a,1,23
일본어,a,1,26
주제 탐구 독서,a,1,25
법과 사회,b,1,24
세계사,b,1,28
일본어,b,1,14
지구과학,b,1,15
화학,b,1,27
물리학,c,1,15
미술 창작,c,1,23
법과 사회,c,1,28
인문학과 윤리,c,1,22
주제 탐구 독서,c,1,21
생명과학,d,1,26
세계시민과 지리,d,1,25
인공지능 수학,d,1,15
인문학과 윤리,d,1,17
일본어,d,1,28
