subject,slot,num_sections,total_enrolled
미술 창작,a,1,25
생명과학,a,1,21
세계 문화와 영어,a,1,23
세계사,a,1,14
주제 탐구 독서,a,1,28
생명과학,b,1,23
세계사,b,1,17
인공지능 수학,b,1,14
인문학과 윤리,b,1,16
일본어,b,1,26
지구과학,b,1,17
법과 사회,c,1,24
세계시민과 지리,c,1,26
일본어,c,1,15
주제 탐구 독서,c,1,19
화학,c,1,27
물리학,d,1,16
미술 창작,d,1,17
법과 사회,d,1,28
인문학과 윤리,d,1,22
일본어,d,1,27
