subject,slot,num_sections,total_enrolled
미술 창작,a,1,20
생명과학,a,1,28
세계사,a,1,19
일본어,a,1,10
중국어,a,1,10
한문,a,1,9
물리학,b,1,15
생명과학,b,1,11
세계 문화와 영어,b,1,18
인문학과 윤리,b,1,28
일본어,b,1,15
주제 탐구 독서,b,1,19
법과 사회,c,1,21
세계 문화와 영어,c,1,9
세계시민과 지리,c,1,21
인공지능 수학,c,1,15
일본어,c,1,27
화학,c,1,12
미술 창작,d,1,18
법과 사회,d,1,24
세계사,d,1,11
주제 탐구 독서,d,1,27
지구과학,d,1,14
화학,d,1,13
