subject,slot,num_sections,total_enrolled
미술 창작,a,1,19
생명과학,a,1,20
세계 문화와 영어,a,1,25
일본어,a,1,12
주제 탐구 독서,a,1,27
지구과학,a,1,10
미술 창작,b,1,23
법과 사회,b,1,24
세계사,b,1,17
세계시민과 지리,b,1,17
인문학과 윤리,b,1,16
화학,b,1,16
생명과학,c,1,24
세계사,c,1,15
인공지능 수학,c,1,15
인문학과 윤리,c,1,23
일본어,c,1,28
지구과학,c,1,8
물리학,d,1,16
법과 사회,d,1,28
세계시민과 지리,d,1,10
일본어,d,1,28
주제 탐구 독서,d,1,20
화학,d,1,11
