subject,slot,num_sections,total_enrolled
미술 창작,a,1,15
세계 문화와 영어,a,1,19
세계시민과 지리,a,1,15
일본어,a,1,23
한문,a,1,9
화학,a,1,25
미술 창작,b,1,21
법과 사회,b,1,22
세계사,b,1,19
인공지능 수학,b,1,15
인문학과 윤리,b,1,10
주제 탐구 독서,b,1,20
법과 사회,c,1,26
생명과학,c,1,21
세계 문화와 영어,c,1,10
세계시민과 지리,c,1,7
주제 탐구 독서,c,1,28
지구과학,c,1,14
물리학,d,1,15
생명과학,d,1,19
세계사,d,1,13
인문학과 윤리,d,1,23
일본어,d,1,28
중국어,d,1,11
