subject,slot,num_sections,total_enrolled
미디어 영어,a,1,24
사회와 문화,a,1,19
세포와 물질대사,a,1,28
언어생활 탐구,a,1,11
인간과 심리,a,1,12
지구시스템과학,a,1,13
기하,b,1,16
문학과 영상,b,1,27
미디어 영어,b,1,8
사회와 문화,b,1,16
정보,b,1,15
현대사회와 윤리,b,1,28
도시의 미래 탐구,c,1,13
물질과 에너지,c,1,20
세포와 물질대사,c,1,7
음악 연주와 창작,c,1,17
인간과 심리,c,1,28
정보,c,1,26
동아시아 역사 기행,d,1,14
문학과 영상,d,1,14
사회와 문화,d,1,28
역학과 에너지,d,1,10
인간과 심리,d,1,20
현대사회와 윤리,d,1,24
