subject,slot,num_sections,total_enrolled
문학과 영상,a,1,4
보건,a,1,28
윤리와 사상,a,1,20
음악과 미디어,a,1,9
정보,a,1,17
주제 탐구 독서,a,1,3
화법과 언어,a,1,28
기후변화와 환경생태,b,1,13
매체 의사소통,b,1,4
물리학,b,1,10
물질과 에너지,b,1,16
세계 문화와 영어,b,1,21
역사로 탐구하는 현대 세계,b,1,24
윤리와 사상,b,1,21
매체 의사소통,c,1,11
여행지리,c,1,10
음악과 미디어,c,1,13
인간과 심리,c,1,27
일본어,c,1,23
화법과 언어,c,1,9
확률과 통계,c,1,16
데이터 과학,d,1,3
매체 의사소통,d,1,25
미술과 매체,d,1,26
영어Ⅱ,d,1,27
윤리와 사상,d,1,4
인간과 경제활동,d,1,21
직무 수학,d,1,3
