subject,slot,num_sections,total_enrolled
미술 창작,a,1,19
법과 사회,a,1,28
생명과학,a,1,16
세계사,a,1,17
인공지능 수학,a,1,15
지구과학,a,1,16
미술 창작,b,1,19
세계 문화와 영어,b,1,25
인문학과 윤리,b,1,14
일본어,b,1,23
주제 탐구 독서,b,1,28
법과 사회,c,1,22
세계시민과 지리,c,1,27
일본어,c,1,16
주제 탐구 독서,c,1,18
화학,c,1,27
물리학,d,1,16
생명과학,d,1,27
세계사,d,1,15
인문학과 윤리,d,1,25
일본어,d,1,28
