subject,slot,num_sections,total_enrolled
기하,a,1,28
물리학,a,1,28
세계시민과 지리,a,1,24
역사로 탐구하는 현대 세계,a,1,32
융합과학 탐구,a,1,20
정치,a,2,56
현대사회와 윤리,a,1,27
화학,a,2,48
기하,b,1,28
물리학,b,1,27
세계시민과 지리,b,1,24
융합과학 탐구,b,1,24
정치,b,1,28
현대사회와 윤리,b,4,105
화학,b,1,27
기하,c,1,22
물리학,c,1,28
세계시민과 지리,c,2,52
역사로 탐구하는 현대 세계,c,2,61
융합과학 탐구,c,1,25
정치,c,1,25
현대사회와 윤리,c,1,22
화학,c,1,28
