subject,slot,num_sections,total_enrolled
미술 창작,a,1,15
세계사,a,1,23
인공지능 수학,a,1,15
인문학과 윤리,a,1,16
일본어,a,1,21
주제 탐구 독서,a,1,23
물리학,b,1,16
법과 사회,b,1,28
생명과학,b,1,20
인문학과 윤리,b,1,17
일본어,b,1,19
지구과학,b,1,12
미술 창작,c,1,7
생명과학,c,1,24
세계 문화와 영어,c,1,25
일본어,c,1,28
주제 탐구 독서,c,1,23
지구과학,c,1,6
미술 창작,d,1,20
법과 사회,d,1,24
세계사,d,1,9
세계시민과 지리,d,1,27
인문학과 윤리,d,1,6
화학,d,1,27
