subject,slot,num_sections,total_enrolled
물리학,a,1,16
미술 창작,a,1,18
세계사,a,1,28
인문학과 윤리,a,1,28
일본어,a,1,19
미술 창작,b,1,23
법과 사회,b,1,22
생명과학,b,1,18
세계 문화와 영어,b,1,24
주제 탐구 독서,b,1,21
법과 사회,c,1,27
생명과학,c,1,26
인공지능 수학,c,1,14
일본어,c,1,21
지구과학,c,1,16
세계시민과 지리,d,1,27
일본어,d,1,28
주제 탐구 독서,d,1,25
화학,d,1,27
